LeadId,Converted,predicted,Score
5480,1,1,52
2998,0,1,61
2394,0,0,15
1185,0,0,16
2007,0,0,13
193,0,0,7
5611,1,1,63
2901,0,0,8
578,0,0,28
5525,1,1,84
771,0,0,6
2395,0,1,62
1478,0,0,35
1846,0,1,49
8407,0,0,8
4274,0,1,51
3740,1,0,16
4600,0,0,5
6840,1,1,47
6624,1,1,96
6867,0,0,8
4915,0,0,6
2073,0,0,5
4754,0,0,8
1896,0,0,22
7600,0,0,6
3659,0,0,3
2379,0,0,11
1447,1,1,95
342,0,0,4
5127,1,1,43
3136,0,1,46
2527,0,0,8
727,1,1,77
4577,1,1,96
976,0,0,6
7290,0,0,10
5443,1,1,99
3516,0,0,32
6751,1,1,98
9041,0,0,15
3940,0,1,40
1299,1,1,94
9019,0,1,90
1348,0,0,8
660,0,0,16
5886,0,0,6
1492,0,0,5
6952,0,0,10
8762,0,0,8
7556,1,1,65
5154,1,0,36
2315,1,1,47
8880,1,1,99
8847,0,1,41
1085,0,0,33
2524,1,1,99
7456,1,0,30
5374,0,0,8
3198,1,0,37
5751,1,0,16
6991,0,0,16
5717,0,1,55
8971,1,1,62
7008,1,1,86
67,1,1,49
6705,1,1,95
40,0,0,15
2269,1,1,45
7299,0,0,8
6204,1,0,29
8857,0,0,30
4916,0,0,8
5322,1,1,47
7217,0,0,16
3447,1,1,100
2367,1,0,35
6843,1,1,91
6901,0,0,6
2512,1,1,64
2723,1,1,57
5948,0,0,2
8476,0,1,47
7638,0,0,7
1143,0,0,24
8992,0,0,30
6109,0,0,16
7104,0,0,19
8510,1,1,98
4728,0,0,14
5494,0,0,10
5755,0,1,55
6390,0,0,8
3789,1,1,49
2220,0,0,19
5075,0,1,80
2331,0,0,4
5394,0,1,43
6625,0,0,8
6824,1,1,94
8623,1,1,85
4088,1,1,85
1967,1,1,78
8297,1,0,16
8073,1,1,94
8855,1,1,72
4365,1,0,29
423,0,0,9
280,0,0,23
1904,0,0,5
595,0,0,7
7642,0,1,61
3917,1,1,98
5661,1,1,91
5778,0,0,7
3618,0,0,5
839,1,1,94
4596,0,0,9
6332,1,1,93
141,0,0,6
2597,0,0,16
1377,1,1,65
3674,0,0,8
8026,0,0,8
9142,0,1,82
4741,0,0,5
3808,1,0,16
1138,0,0,7
2257,0,0,35
6658,0,0,16
1787,0,0,3
3938,0,0,16
6685,1,1,100
4646,1,1,83
459,1,1,86
9021,1,1,82
948,1,0,32
3700,0,0,9
1336,0,0,20
4628,1,1,78
5925,0,0,5
5934,0,1,52
6040,1,1,99
441,0,0,4
1602,0,0,2
2238,1,1,47
639,1,1,100
9072,0,1,86
3830,0,0,10
8679,0,1,57
6757,1,1,47
8353,0,0,16
7144,0,0,9
1958,0,0,8
1070,1,1,76
155,0,0,2
2295,0,0,15
6579,1,0,29
4578,1,1,93
1089,1,1,85
6049,0,0,16
2940,1,1,82
723,0,0,18
4384,0,0,9
930,0,0,23
2909,0,1,49
6641,0,0,8
895,0,0,11
3247,0,1,51
2326,1,1,42
8384,1,1,90
6409,0,0,7
8548,0,0,15
5038,0,1,41
4136,0,0,10
8537,0,1,67
1715,0,0,7
1698,1,1,85
8953,1,1,87
8822,0,1,41
9212,0,0,24
6983,0,1,40
3831,0,0,8
3348,0,0,8
8794,0,1,75
985,1,1,49
1821,0,1,56
4571,0,0,13
587,0,0,9
9012,0,1,77
5077,1,1,76
6584,0,0,3
7177,1,1,70
8798,1,1,42
9208,0,0,5
5483,0,0,18
6552,0,0,16
7145,0,0,16
5514,0,0,3
8186,0,0,16
5553,1,1,91
3557,0,0,4
1395,1,1,97
264,1,1,67
3547,0,0,8
6451,0,0,3
3069,1,1,94
5025,0,1,62
7301,0,1,46
3864,0,0,30
8373,0,0,6
2400,1,1,78
7469,1,1,98
3711,1,1,40
246,0,0,8
1594,1,1,86
8945,0,1,41
1529,1,1,47
6982,1,1,100
923,1,1,54
9042,0,0,23
4364,0,0,6
669,0,1,45
3604,0,0,8
5108,0,0,8
1910,0,0,8
7207,0,0,16
5248,0,0,11
3958,1,1,60
6026,1,1,60
5643,0,0,4
2696,1,1,88
2591,0,0,12
5906,0,0,15
1781,0,0,21
3013,0,0,28
2307,1,1,91
7998,0,0,10
3690,0,0,7
687,0,0,16
6011,1,1,100
612,0,0,14
6462,0,1,51
3200,0,0,12
2267,0,0,8
9035,1,1,51
7842,0,1,43
1898,1,0,8
8805,1,1,51
6529,1,1,93
258,0,0,9
2924,1,1,92
4943,1,1,67
2822,0,0,8
3339,1,1,100
3525,0,1,70
4563,0,0,7
5329,0,1,72
5223,1,1,71
2285,1,1,99
6063,1,1,47
4654,0,0,16
5000,1,1,87
484,0,0,8
2211,0,0,14
5416,0,0,12
6391,1,1,68
2555,0,0,3
7,0,0,8
3657,1,1,79
8458,0,0,16
4874,0,0,28
4402,0,0,16
5546,0,0,17
5297,0,0,8
2426,0,0,10
1814,0,0,19
8890,0,1,74
2274,1,0,8
1011,0,0,7
6993,0,0,28
1067,1,1,59
1991,1,0,36
3970,0,0,10
8374,0,0,6
5879,0,0,6
7355,0,0,29
4542,0,0,9
8613,0,1,78
3867,0,0,8
8699,0,0,23
3048,0,0,4
781,0,0,2
2675,1,1,99
1749,0,0,35
2791,1,1,99
5774,0,0,30
4979,1,1,83
6416,0,0,28
1091,0,0,8
8194,0,1,88
4627,1,1,81
2324,1,1,72
8281,0,0,19
5055,0,1,47
2608,0,0,11
8323,0,0,5
2290,1,1,44
1727,0,0,8
610,1,1,55
4666,0,0,6
6814,0,0,27
7262,0,0,22
343,0,0,7
7227,1,1,88
8048,1,1,99
3750,0,0,16
7398,0,0,3
8595,0,0,6
5999,0,1,40
3215,0,0,12
97,0,0,8
6481,0,0,28
5176,0,0,3
6165,0,1,39
1537,1,0,30
3588,0,0,4
6264,0,0,20
3648,1,1,47
2657,1,1,99
6382,0,0,6
1517,1,0,12
5061,1,1,98
8635,1,1,75
4624,1,1,89
4272,1,1,57
3669,0,0,10
5800,1,1,100
2090,1,0,20
6171,1,1,100
572,1,1,95
8831,1,1,84
7818,1,1,99
8375,1,1,84
3062,0,0,10
6539,0,0,26
7482,1,1,100
7912,1,0,37
6684,0,1,84
6915,0,0,8
4479,0,0,16
4948,1,1,68
5976,1,1,87
370,1,1,93
1938,0,0,16
7313,0,0,6
1753,1,1,88
3670,1,1,66
3652,1,1,93
5201,0,0,8
6692,0,1,39
2361,1,1,91
4260,0,0,1
5432,1,0,8
4991,0,1,65
6428,0,0,29
8741,0,1,92
3737,1,0,34
6350,0,0,27
7130,0,0,29
7176,1,1,62
5591,1,1,78
1171,1,1,100
6719,0,0,6
6839,1,1,52
1422,0,0,4
8724,0,1,85
6878,0,0,20
8636,0,0,21
6786,0,0,13
8457,0,0,5
874,1,1,88
2297,0,0,6
2643,1,1,99
7871,0,0,35
1719,0,0,16
5347,0,0,17
5932,1,1,79
840,1,0,25
9181,0,1,75
581,0,0,8
204,1,0,31
1641,0,0,10
2014,1,1,98
3253,0,0,13
7535,0,0,7
905,0,0,25
631,1,1,99
7338,0,0,4
6620,1,1,100
1974,1,0,16
162,0,0,5
4998,0,0,8
7051,1,1,84
8730,1,1,81
6568,0,0,11
4713,0,0,6
875,0,0,10
1431,0,0,2
4643,1,1,84
5080,1,1,39
5783,1,1,74
8468,0,0,28
7070,1,1,53
7013,1,1,42
7415,0,0,26
8718,0,1,65
2856,1,1,95
1861,0,0,9
2659,1,1,96
3384,1,1,86
8836,0,1,90
9030,1,1,43
6841,0,0,20
7209,0,0,16
4733,1,1,48
3331,0,0,7
8878,0,1,86
7762,0,0,9
9163,0,1,63
2096,1,1,64
2003,0,0,7
7317,0,0,6
8001,0,0,13
7021,1,1,91
5017,0,0,7
546,1,1,40
1449,0,0,12
7170,1,1,77
2610,0,0,29
1900,1,1,46
8127,0,0,8
2757,1,1,76
6124,1,1,88
1885,0,0,9
9075,1,1,97
5738,0,0,6
7819,0,0,16
5890,0,0,31
2097,1,0,15
8577,0,0,20
5692,1,1,98
499,0,0,29
5624,0,0,8
836,1,1,96
3471,1,1,78
4697,0,0,8
6280,1,1,55
8199,0,1,88
2171,1,1,83
8521,1,1,90
5678,0,0,8
8475,1,0,21
398,0,1,59
2010,1,1,100
5166,0,0,8
5871,0,1,44
9045,0,0,24
1283,1,1,86
7289,1,1,84
7551,0,0,9
4256,1,1,74
1836,1,1,47
8865,1,1,98
1019,0,0,8
7476,1,1,98
1326,1,1,85
6392,0,0,34
475,1,1,90
2810,0,0,23
7751,0,0,10
1651,1,1,68
8877,0,0,16
1169,0,0,9
2528,0,0,9
1206,0,0,8
6256,1,1,41
6708,1,1,58
5469,0,0,7
8668,0,0,31
8569,0,0,3
6512,0,0,28
867,0,0,8
2974,1,0,12
5236,1,0,11
5093,1,1,47
5433,1,0,22
541,0,0,15
5195,1,1,85
1132,1,0,4
9089,1,0,8
8139,0,0,5
6354,0,0,36
8620,1,1,93
3390,1,1,75
7434,0,0,5
2962,1,1,99
4155,1,1,88
3259,0,0,16
7074,0,0,28
6034,0,0,14
6700,1,0,22
9180,0,1,48
2583,0,1,45
2813,0,0,8
9055,0,1,87
2947,0,0,4
5174,0,0,9
7118,0,1,45
3586,0,0,5
8518,1,0,13
6760,1,1,86
2563,0,1,52
2630,1,1,93
3190,1,1,86
6580,0,0,5
5036,1,1,47
1080,0,0,33
4283,0,0,25
8555,0,0,32
2085,1,1,100
6345,0,1,72
2452,0,0,15
4966,0,1,50
2023,0,1,52
6827,1,1,73
8295,1,0,17
7929,1,0,36
226,0,0,24
1013,0,1,55
1929,0,0,15
7295,0,0,35
5251,1,1,89
1404,1,0,26
2179,0,0,8
697,0,1,47
1124,0,0,14
3895,1,0,20
6967,0,0,6
5110,0,0,6
1778,0,0,19
6587,0,1,42
2634,1,1,64
3489,0,0,18
8578,1,1,47
1037,0,0,16
6093,0,0,9
2256,1,1,47
6918,1,1,58
2613,0,0,15
313,0,0,8
2649,0,0,8
2281,1,1,87
7406,0,1,48
2547,1,1,48
5512,0,0,4
5132,0,0,6
2159,1,1,82
3137,0,0,8
8380,0,0,8
5850,0,0,4
9113,0,0,3
6445,0,0,15
3967,0,0,9
1428,0,0,16
7341,0,0,8
2520,0,0,6
6634,0,0,3
7478,0,0,5
7633,1,1,61
7755,0,0,7
5602,1,1,93
9116,1,1,87
448,1,1,96
6515,0,0,4
1284,0,1,75
5995,0,0,24
6683,1,1,42
3727,1,1,99
361,0,0,10
6279,1,1,88
5230,0,0,16
8254,0,0,8
8206,0,0,16
6251,1,0,16
5926,0,0,4
5149,0,0,13
2460,1,1,87
22,1,1,75
2066,0,0,31
1653,0,0,8
702,0,0,31
7481,0,0,13
2743,0,0,10
1376,0,0,5
1724,0,0,10
2468,0,0,10
3754,0,0,4
2325,0,0,3
460,1,1,100
5163,0,1,38
4183,0,0,30
5526,1,1,47
4082,0,0,7
1486,0,0,11
3678,0,0,8
282,0,0,6
4558,0,0,5
4308,0,0,10
4865,1,1,71
3537,0,0,15
9239,1,1,74
2581,0,0,24
1368,1,1,89
8748,1,1,97
6935,0,0,9
597,0,0,15
4351,0,0,16
6346,0,0,17
8285,0,0,3
6379,1,1,99
4758,1,0,36
646,0,0,4
6381,1,0,33
8959,1,1,90
6023,0,0,29
7199,1,1,41
3468,0,0,15
6744,0,0,15
2990,0,1,45
8729,1,0,34
4875,1,1,55
2544,0,0,10
7672,1,1,98
5341,0,0,23
7565,1,1,76
9234,1,0,34
4066,0,0,2
3988,0,0,6
2160,1,0,8
685,0,0,16
9081,0,0,32
3243,0,1,40
7432,1,1,84
6906,1,1,98
7985,0,0,11
4083,0,0,8
2837,1,1,52
3697,0,0,13
6267,0,0,3
4941,1,1,98
5946,0,0,3
4583,1,1,85
5784,1,1,92
4040,0,0,12
2230,0,0,9
7540,0,0,6
2320,0,0,6
4878,1,1,87
521,0,0,15
522,0,0,8
5345,1,1,47
8056,1,1,99
1311,1,1,97
3983,1,1,92
6494,0,0,4
8833,0,1,43
7785,1,0,5
780,1,1,83
8071,1,1,99
7743,0,0,8
5607,0,0,12
5978,0,0,37
651,1,0,10
7699,1,1,98
2196,1,1,92
7334,1,1,81
369,1,1,99
6773,1,1,87
4214,0,0,8
377,1,1,40
7271,0,0,26
2216,0,0,8
7856,1,1,74
1613,0,0,7
1827,0,0,12
3632,0,0,34
962,1,1,81
2993,0,0,6
6606,0,0,10
8935,0,0,30
7862,0,0,11
7666,0,1,88
359,0,0,12
3839,1,1,82
6914,0,0,6
1246,0,0,8
7211,1,1,98
6511,0,0,26
5087,1,1,94
3694,0,0,16
1573,1,1,92
6281,0,1,77
7571,0,0,8
2567,0,0,26
3423,0,0,8
2037,0,0,8
8532,0,0,5
772,0,0,6
5380,0,0,6
9202,0,1,96
3562,1,1,55
562,0,0,12
2546,0,1,46
5510,1,1,73
5330,1,1,61
6845,0,0,16
4531,1,1,78
1674,0,0,4
365,0,0,7
6784,1,1,99
8542,0,0,13
4327,1,1,60
9223,0,1,42
147,0,0,16
1668,0,1,55
3088,0,0,6
8141,0,0,16
407,1,1,49
8853,0,0,8
3456,1,1,86
6186,1,0,18
4182,0,0,20
3576,1,1,61
3271,0,0,10
4940,1,1,95
1031,0,0,18
6978,1,1,46
6230,1,1,52
6592,0,0,20
9063,0,1,99
6794,1,0,8
855,1,1,41
3926,1,1,85
78,0,0,29
2247,1,1,66
8586,0,0,7
9192,1,1,38
8841,1,1,75
7983,0,0,8
7111,0,0,3
788,1,1,54
2279,0,0,12
4095,0,0,5
3897,0,0,16
6724,0,0,7
8377,0,0,9
8732,1,1,40
3631,1,1,96
7729,0,0,8
6272,1,0,14
424,0,1,49
392,1,1,86
7707,1,1,90
16,0,0,8
7716,1,1,84
4200,1,1,86
2672,1,1,99
2444,1,1,69
7948,0,0,9
8198,0,1,88
3493,0,0,8
6044,0,0,8
1459,0,1,44
7459,0,0,9
7533,0,0,7
6975,0,0,5
6857,0,0,22
3835,1,0,7
8601,1,1,87
5683,1,1,81
7986,0,0,8
5827,1,0,18
9004,1,1,41
4724,1,0,34
8009,0,1,60
5887,0,0,5
2355,0,0,8
6036,0,0,19
4798,0,0,6
2442,0,0,9
6987,0,1,87
4592,1,1,97
8028,1,1,42
464,0,0,4
163,1,1,58
8550,0,0,8
8715,0,1,82
8132,0,0,4
9031,1,1,92
6636,1,1,56
241,0,0,8
2009,0,1,93
6356,0,1,64
3084,0,0,6
6208,0,0,24
900,1,1,47
5542,0,0,32
9173,0,0,2
8075,1,1,92
4837,1,1,90
2293,0,1,49
6548,0,1,40
6753,0,0,16
4481,1,1,94
5302,0,0,8
4605,0,1,70
3716,1,1,81
8372,1,0,28
6140,0,0,8
1764,1,0,16
7596,1,1,60
1549,1,1,78
3029,0,0,8
7795,1,0,2
6298,0,0,30
6662,0,1,82
6626,1,1,45
2044,0,0,9
767,0,0,10
5693,0,0,21
1508,0,0,12
3302,0,0,8
4517,0,0,8
4219,0,0,3
8379,0,0,9
6761,0,0,9
3292,0,0,16
819,1,1,64
1403,1,1,52
1382,0,0,10
2148,0,0,16
5671,1,1,99
1638,1,1,50
5891,0,0,3
608,0,0,14
399,0,0,16
6406,0,0,3
882,0,0,17
3565,0,1,58
4285,1,0,27
1179,0,0,7
5448,1,1,86
4244,1,1,98
5218,0,0,27
7050,1,1,88
2130,1,1,96
5078,1,1,43
456,0,0,3
7843,0,0,34
5175,1,1,98
1950,1,1,97
5372,1,1,56
689,1,0,10
9028,1,0,16
6525,0,0,18
9073,0,1,80
6488,0,0,17
1953,1,0,24
5636,0,1,50
8928,1,1,92
6610,1,0,16
2710,0,0,21
7623,0,0,8
7664,1,0,16
4349,1,1,62
4138,0,0,12
1884,0,0,4
7769,1,1,51
4485,1,1,80
2494,0,0,14
7371,0,0,6
3036,0,0,6
5777,1,0,31
3603,0,0,12
845,0,0,6
542,0,0,11
3724,0,0,7
4187,1,1,95
3679,1,1,81
8213,1,1,90
6075,0,0,19
6984,1,1,84
8312,0,0,11
7100,1,1,90
2964,0,0,8
2529,0,0,11
5772,0,0,35
1048,1,0,23
1960,0,0,8
2530,0,0,15
7602,0,0,13
6524,0,0,8
237,0,0,7
4917,0,0,8
6479,0,0,36
1133,0,0,7
5901,0,0,9
8358,0,0,13
4259,1,1,73
8136,0,0,28
9219,1,1,89
7631,1,1,86
7756,0,1,92
5656,1,1,78
7960,1,1,79
6097,0,0,8
5907,0,1,83
2978,1,1,86
8167,0,0,16
6721,0,0,21
5524,1,1,86
7936,0,0,7
8919,0,0,31
7696,1,1,98
3919,1,1,100
3138,0,0,8
8700,0,1,74
5789,0,0,27
4073,0,0,5
3287,1,1,89
3229,0,0,11
1826,1,1,54
5548,1,1,96
593,0,0,11
2725,1,0,16
4137,1,1,88
560,1,1,98
8774,0,0,11
7279,0,1,45
243,0,1,58
5435,1,1,74
4437,0,0,9
7172,1,1,68
405,1,1,56
1442,1,0,37
261,0,0,4
6926,0,0,36
8810,0,1,85
1689,0,0,8
1725,0,0,7
8302,0,1,56
4930,1,1,62
5962,1,1,72
2496,0,0,8
6106,0,0,5
8403,1,1,100
340,0,0,14
7213,0,0,7
1601,0,0,4
7233,0,0,22
5782,0,0,10
4576,0,0,10
3725,1,1,98
2556,1,1,61
2785,1,1,38
1523,0,1,49
8005,0,0,5
2831,0,0,16
1012,0,0,4
7413,0,0,14
4895,0,0,7
1766,1,1,91
4551,1,1,97
6549,0,0,9
4037,1,0,16
7067,0,0,5
8156,0,0,10
285,0,0,8
8914,0,0,3
363,0,0,30
5367,1,0,23
9188,1,1,70
7321,0,0,3
8733,0,0,3
4725,0,0,24
6770,0,1,48
4443,1,1,100
236,0,0,16
8854,1,0,25
2562,1,1,77
7231,1,0,18
8870,0,0,8
5519,1,1,47
8879,0,1,94
3083,1,1,75
2959,1,1,47
2102,0,0,7
632,0,0,6
7088,0,0,12
2493,1,1,88
2665,1,1,99
7488,0,0,4
4406,1,1,88
7588,1,0,2
7344,0,1,73
2334,1,1,71
9171,1,1,77
6596,0,1,41
3619,1,1,47
5561,1,1,93
3883,0,0,8
7012,0,0,37
4211,1,0,37
8782,0,0,20
1494,0,0,28
2401,0,0,4
3874,0,0,11
1232,0,0,8
2661,1,1,99
2817,0,1,40
7061,0,0,8
2774,0,0,6
9067,1,1,66
8191,0,1,60
4153,0,0,5
7695,0,1,66
3061,0,0,8
66,1,1,99
9189,0,0,3
1735,0,0,22
2823,0,0,4
6292,0,0,8
9175,0,1,40
7096,1,1,79
2475,1,1,86
2564,1,1,91
9224,0,1,53
3713,0,0,9
8287,0,0,8
8083,1,1,79
707,0,0,7
3046,0,1,47
8482,0,0,32
5189,1,1,47
7913,0,0,23
5472,0,0,5
6791,1,0,32
72,0,0,2
6018,0,0,11
4448,0,0,17
5860,1,1,38
4839,1,1,87
4131,1,1,64
5101,0,0,16
6764,0,0,8
1190,1,1,91
6431,0,1,49
2601,1,1,100
1125,0,0,7
1241,0,0,16
7033,1,1,100
3602,1,1,79
2349,0,0,9
7745,0,1,52
3351,0,0,28
5094,0,0,16
6602,0,0,10
4008,1,1,94
6780,0,0,28
1577,1,1,94
3906,0,0,8
3729,0,1,45
4358,1,1,61
5922,0,0,5
1343,1,0,16
9228,1,1,45
7848,1,1,98
440,0,0,18
6652,0,1,52
1100,0,0,8
2637,0,0,5
7298,1,0,9
649,0,0,27
1546,1,1,42
7852,1,1,47
7876,1,1,75
2852,1,1,76
3503,0,1,59
7450,1,1,99
6804,0,0,3
630,0,1,46
4768,0,0,8
1249,1,1,100
7077,0,0,23
482,1,1,92
1584,0,0,10
6830,0,0,8
4676,1,0,34
6385,0,0,17
1462,0,1,82
3040,0,0,4
5010,1,1,48
7945,1,0,15
7000,0,0,8
3273,0,0,8
3683,0,0,24
6674,0,0,17
6807,1,1,46
4145,0,1,38
8994,0,1,69
7296,0,1,42
4954,0,0,2
3225,1,0,17
1072,0,0,8
4815,1,1,62
8723,0,1,51
2631,1,1,99
6825,0,1,80
1660,0,0,9
5752,1,1,83
2425,0,0,29
5079,0,0,21
8441,1,1,54
5902,0,0,7
7844,0,1,51
3097,1,1,62
3976,1,1,97
1243,0,0,9
7586,0,0,3
1300,1,1,62
7030,0,0,8
6284,0,0,8
7359,0,1,44
6702,1,1,88
5481,0,0,9
8176,0,0,8
5495,0,0,10
5291,1,1,81
1408,1,1,86
1845,1,1,64
1798,0,0,16
3957,1,1,52
1475,1,1,93
8462,0,0,14
35,1,0,37
7855,0,0,4
6441,0,0,8
444,0,0,9
2359,0,1,60
3654,0,0,5
6302,1,0,16
7052,1,1,77
8106,1,1,99
3179,1,1,65
1286,1,0,36
7659,0,0,4
4445,1,1,81
3416,1,1,73
2137,0,0,6
6787,0,0,16
2636,0,0,16
4016,1,1,42
4097,0,0,3
1681,0,0,8
6813,1,1,44
9007,1,1,83
7518,0,1,47
5767,0,0,11
7162,0,0,4
5275,1,1,86
6894,0,0,8
1692,0,0,16
7625,0,1,57
8202,0,0,30
3635,1,1,71
372,0,0,13
7933,0,0,8
6012,0,1,88
5453,1,1,98
5921,1,1,99
4882,1,0,11
4565,0,0,11
140,0,0,18
4884,0,1,43
4419,0,0,9
8898,0,1,41
8766,0,0,28
714,0,0,6
5923,0,1,41
6936,0,0,6
6542,0,0,20
5243,0,0,10
3188,0,1,99
8651,0,0,8
4431,0,0,14
7247,0,0,4
6762,0,0,8
406,1,1,88
20,0,0,6
1004,0,0,24
7265,1,1,84
4986,0,1,81
2411,1,1,48
2545,0,1,52
7739,0,0,7
2390,1,1,100
8239,1,1,98
42,0,0,11
2830,0,0,25
5859,0,0,11
3371,0,1,41
3022,1,1,88
3364,0,0,8
4399,1,1,84
5252,1,1,38
11,1,0,25
4760,0,0,9
1177,0,0,7
6772,1,0,21
1947,0,0,22
2501,0,1,49
8568,1,1,95
2863,0,0,2
7942,0,0,9
3865,0,0,8
6228,0,0,20
1026,1,1,93
3848,0,0,3
2989,1,1,52
961,0,0,14
2889,0,0,9
7117,1,1,97
3015,1,1,85
7010,0,0,13
3338,0,0,22
6105,0,0,11
6245,0,0,13
7607,0,1,53
6434,1,1,100
7872,1,0,34
735,0,1,49
4400,0,0,16
1440,0,0,19
9003,1,1,93
8813,1,1,65
2875,1,1,67
3986,0,0,9
916,0,0,15
8397,1,1,77
8686,1,1,74
4089,0,0,5
8856,0,1,59
8063,1,1,99
2772,0,0,5
1624,0,0,8
8178,0,1,58
821,0,0,10
1367,0,0,12
3712,0,0,8
9102,0,1,71
1388,1,1,58
850,0,0,17
1000,1,0,18
8125,0,0,19
7681,0,0,36
4114,1,1,64
1637,1,1,44
1667,1,1,88
4589,1,1,98
3173,1,1,67
9122,0,1,59
1347,1,0,16
8681,1,1,85
8060,1,1,99
3230,1,1,47
7530,0,0,9
7866,0,0,21
7937,1,0,16
7789,1,1,90
4783,0,0,26
8065,1,1,91
3232,1,1,69
5704,0,0,2
8904,1,1,77
703,0,0,6
5105,0,0,15
8207,0,1,60
3291,1,1,88
3673,0,0,9
2408,1,1,39
8850,1,1,88
1327,1,1,40
8896,0,0,8
5773,1,1,64
6095,1,1,48
5406,0,0,6
8324,0,0,8
7770,0,0,12
6083,0,0,8
4909,1,1,93
4440,0,0,12
1863,0,0,16
986,0,0,8
4683,1,0,27
3952,1,1,73
8147,0,1,59
8525,0,0,7
8363,0,1,85
4049,1,1,42
6257,1,0,16
3485,0,0,9
6089,0,0,26
2474,1,0,16
5238,0,1,55
6454,1,1,89
3873,0,0,8
1198,0,0,6
4181,1,1,64
1518,1,1,77
8371,0,0,7
5477,0,1,40
6812,1,1,42
1799,0,0,6
1014,0,1,94
128,0,0,11
1364,1,0,37
7947,1,1,79
7175,1,1,95
4470,0,0,16
891,1,0,23
2793,0,0,8
1969,1,1,47
5455,1,1,78
4403,1,1,81
5757,1,1,90
6527,0,0,1
6294,1,1,47
3923,1,1,97
5413,1,1,84
8514,1,0,8
3249,1,1,75
6570,1,1,75
6638,1,1,92
8464,0,1,40
7975,0,1,51
1208,0,0,5
3868,0,0,3
8726,0,0,3
4065,1,1,81
8495,1,1,59
7831,0,0,7
1239,0,0,7
2289,1,1,56
2740,0,1,57
275,0,0,5
4585,1,0,33
1035,1,0,7
1229,0,0,16
6834,1,1,77
1008,1,0,14
5280,0,0,9
7377,0,0,9
5178,0,0,32
3828,0,0,7
2532,0,0,7
4293,0,0,16
1058,0,0,8
6262,0,0,13
7168,0,0,27
7669,0,0,8
281,0,0,2
1043,1,0,16
1316,0,0,8
6654,0,0,8
968,0,0,11
2381,0,0,8
3953,1,1,43
1939,0,0,28
7429,0,0,15
1274,0,0,3
619,1,1,60
8900,0,1,68
1742,0,0,22
1390,1,1,84
2203,0,0,25
5943,0,0,24
1579,0,0,5
1655,1,1,62
3568,0,0,7
2352,0,0,8
2212,0,0,25
6116,0,0,8
9211,1,1,90
6052,0,0,8
3178,0,0,8
3192,1,1,87
1307,1,1,72
6099,0,0,7
7029,0,0,19
575,0,0,31
2360,1,1,47
6656,0,0,23
7115,0,0,4
5802,1,1,99
8077,1,1,93
9053,0,0,4
1280,0,0,10
8292,1,0,20
4957,1,1,100
8361,0,1,84
5897,0,0,8
5724,1,1,96
1993,0,0,8
2639,1,0,27
269,1,1,100
629,0,0,14
7877,1,1,100
3081,0,0,13
3466,0,1,73
6430,1,1,84
8599,1,1,78
7062,0,1,59
4396,0,0,8
4023,1,1,46
8985,1,0,32
5543,0,0,6
5568,0,0,22
2046,0,0,26
4356,0,0,8
8102,0,0,8
8131,0,0,4
2113,0,0,37
27,1,1,88
2040,0,0,8
3928,0,1,57
2938,1,1,81
3216,0,0,8
4933,0,0,12
3814,1,1,91
129,1,0,5
7661,0,0,8
6104,0,0,16
2278,0,0,16
4599,1,0,31
13,0,0,8
8515,1,0,24
4476,0,0,8
5947,1,1,98
1525,0,1,44
2365,0,0,3
4648,1,1,74
3052,1,0,16
4005,1,1,92
6980,1,1,71
2340,0,0,14
374,1,1,59
7536,1,1,77
6477,1,1,83
525,0,0,9
939,1,1,46
3369,0,0,9
5718,0,0,4
4573,1,1,81
6895,1,1,38
2147,1,0,27
3591,0,0,9
8158,1,1,100
8784,0,0,16
2958,0,0,30
6164,0,0,16
3623,0,1,50
529,1,0,21
3714,1,1,69
8064,0,0,4
4732,1,1,99
1269,1,1,47
4281,1,1,96
1394,0,0,5
4850,1,0,9
4009,1,1,77
4390,0,0,10
1797,0,0,8
2979,1,1,100
1441,0,0,27
7728,0,0,8
2625,0,1,57
3811,1,0,36
5631,1,1,55
7746,0,0,20
7284,0,0,7
1273,0,0,7
6563,0,0,13
4703,1,0,31
7090,0,1,46
1712,0,0,6
9010,0,1,43
955,0,0,3
6675,0,1,60
7655,0,0,16
8217,0,1,42
8660,0,0,8
8837,0,0,16
8013,0,0,11
403,0,1,47
2071,0,0,8
9141,0,0,2
1977,0,0,4
158,0,0,17
5844,0,1,44
7005,1,1,64
3888,0,0,32
5451,1,1,84
902,0,1,39
352,0,0,33
5326,1,0,22
6078,0,0,16
6236,0,0,16
4540,1,1,85
4130,0,0,34
754,0,1,56
5833,0,0,36
2971,0,0,6
1082,0,0,4
2920,0,0,33
311,0,0,4
4644,0,0,21
661,1,1,93
7057,1,1,98
1989,1,1,69
3665,1,1,80
306,1,0,35
2335,0,0,6
4790,0,0,2
2356,1,1,92
3702,1,0,27
3804,0,0,8
1927,1,1,57
8618,0,1,39
3427,0,0,8
749,0,1,59
3638,0,0,8
7798,0,1,43
7521,1,1,59
1266,0,1,51
7563,0,0,34
7841,0,1,49
2956,1,1,93
3595,0,0,8
2134,1,1,98
7179,0,0,8
7157,0,1,79
7121,1,1,56
5066,0,0,22
4109,0,0,5
4969,1,1,61
4904,0,0,30
7294,0,0,2
514,0,0,8
894,0,0,3
409,0,0,13
